label,group,description,value,unit,rationale,reference,link
Fact_L_G_crop_dead_CO2e_2018,ui,THG-Emissionen Ackerland (CRF 4.B) Streu/Totholz 2021,200,t CO2 eq,"Streu/Totholz CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Ackerland 2021 für Acker_annuell, Hopfen, Weinbau, Obstbau, Baumschulen, Weihnachtsbaumkulturen, KUPs =996200+4670+11170-6610-44620+97610+69300",UBA 2023 NIR 2021 S. 653 (Tabelle 384),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_strict_minrl_soil_CO2e_2018,ui,THG-Emissionen Grünland i.e.S. (CRF 4.C) Mineralboden 2021,-4170260,t CO2 eq,"Mineralboden Grünland i.e.S. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =4173400+580+2560",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_strict_org_soil_CO2e_2018,ui,THG-Emissionen Grünland i.e.S. (CRF 4.C) Organischer Boden 2021,27852200,t CO2 eq,"Organischer Boden Grünland i.e.S. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =4173400+580+2560",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_strict_biomass_CO2e_2018,ui,THG-Emissionen Grünland i.e.S. (CRF 4.C) Biomasse 2021,4410900,t CO2 eq,"Biomasse Grünland i.e.S. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =4173400+580+2560",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_strict_dead_CO2e_2018,ui,THG-Emissionen Grünland i.e.S. (CRF 4.C) tote organische Substanz 2021,60490,t CO2 eq,"Tote organische Substanz Grünland i.e.S. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =4173400+580+2560",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_woody_minrl_soil_CO2e_2018,ui,THG-Emissionen Gehölze und Hecken (CRF 4.C) Mineralboden 2021,-421870,t CO2 eq,"Mineralboden Gehölze und Hecken CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =-420100+180+810-2770+10",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_woody_org_soil_CO2e_2018,ui,THG-Emissionen Gehölze und Hecken (CRF 4.C) Organischer Boden 2021,335670,t CO2 eq,"Organischer Boden Gehölze und Hecken CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =286200+31070+3200+13580+1480+140",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_woody_biomass_CO2e_2018,ui,THG-Emissionen Gehölze und Hecken (CRF 4.C) Biomasse 2021,-2084200,t CO2 eq,"Biomasse Gehölze und Hecken CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =-2104800+20600",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_woody_dead_CO2e_2018,ui,THG-Emissionen Gehölze und Hecken (CRF 4.C) tote organische Substanz 2021,18380,t CO2 eq,"Tote organische Substanz Gehölze und Hecken CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =17620+760",UBA 2023 NIR 2021 S. 676 (Tabelle 400),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_peat_minrl_soil_CO2e_2018,ui,THG-Emissionen Terrestrische Feuchtgebiete und Torfabbau (CRF 4.D) Mineralboden 2021,-28980,t CO2 eq,"Mineralboden Terrestrische Feuchtgebiete und Torfabbau. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =-29200+40+180",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_peat_org_soil_CO2e_2018,ui,THG-Emissionen Terrestrische Feuchtgebiete und Torfabbau (CRF 4.D) Organischer Boden 2021,5064310,t CO2 eq,"Organischer Boden Terrestrische Feuchtgebiete und Torfabbau. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =2169100+32280+524940+2328600+6510+2880",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_peat_biomass_CO2e_2018,ui,THG-Emissionen Terrestrische Feuchtgebiete und Torfabbau (CRF 4.D) Biomasse 2021,182000,t CO2 eq,"Biomasse Terrestrische Feuchtgebiete und Torfabbau. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =144700+37300",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_peat_dead_CO2e_2018,ui,THG-Emissionen Terrestrische Feuchtgebiete und Torfabbau (CRF 4.D) Streu/Totholz 2021,63400,t CO2 eq,"Streu/Totholz Terrestrische Feuchtgebiete und Torfabbau. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =61200+2200",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_water_minrl_soil_CO2e_2018,ui,"THG-Emissionen Gewässer, künstliche stehende und fließende Gewässer (CRF 4.D) Mineralboden 2021",4922160,t CO2 eq,"Mineralboden Gewässer, künstliche stehende und fließende Gewässer. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =4648000+274160",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_water_org_soil_CO2e_2018,ui,"THG-Emissionen Gewässer, künstliche stehende und fließende Gewässer (CRF 4.D) Organischer Boden 2021",47380,t CO2 eq,"Organischer Boden Gewässer, künstliche stehende und fließende Gewässer. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =44810+2570",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_water_biomass_CO2e_2018,ui,"THG-Emissionen Gewässer, künstliche stehende und fließende Gewässer (CRF 4.D) Biomasse 2021",0,t CO2 eq,"Biomasse Gewässer, künstliche stehende und fließende Gewässer. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =4648000+274160",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_water_dead_CO2e_2018,ui,"THG-Emissionen Gewässer, künstliche stehende und fließende Gewässer (CRF 4.D) Streu/Totholz 2021",0,t CO2 eq,"Streu/Totholz Gewässer, künstliche stehende und fließende Gewässer. CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus Feuchtgebieten Deutschlands 2021. =4648000+274160",UBA 2023 NIR 2021 S. 694 (Tabelle 414),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_settl_minrl_soil_CO2e_2018,ui,THG-Emissionen Siedlungen (CRF 4.E) Mineralboden 2021,1465700,t CO2 eq,"Mineralboden Siedlungen CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =1318700+27000+120000",UBA 2023 NIR 2021 S. 705 (Tabelle 423),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_settl_org_soil_CO2e_2018,ui,THG-Emissionen Siedlungen (CRF 4.E) Organischer Boden 2021,2077770,t CO2 eq,"Organischer Boden Siedlungen CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =1940600+108770+28400",UBA 2023 NIR 2021 S. 705 (Tabelle 423),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_settl_biomass_CO2e_2018,ui,THG-Emissionen Siedlungen (CRF 4.E) Biomasse 2021,-2252940,t CO2 eq,"Biomasse Siedlungen CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien. =-2252940",UBA 2023 NIR 2021 S. 705 (Tabelle 423),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_settl_dead_wood_CO2e_2018,ui,THG-Emissionen Siedlungen (CRF 4.E) Streu/Totholz 2021,466500,t CO2 eq,"Tote organische Substanz Siedlungen CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Grünland 2021, unterschieden nach Unterkategorien.  =466500",UBA 2023 NIR 2021 S. 705 (Tabelle 423),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_other_minrl_soil_CO2e_2018,ui,THG-Emissionen Sonstiges Land (CRF 4.F) Mineralboden,0,t CO2 eq,"""Da es sich bei den unter der Kategorie „Sonstiges Land“ gefu  hrten Fla chen per Definition um vom Menschen nicht bewirtschaftetes Land handelt, werden nur die Fla chengro  ßen zur Vervollsta ndigung der Fla chenmatrix aufgefu  hrt. Emissionen im Sinne der IPCC Richtlinien ko  nnen nicht auftreten und damit nicht berichtet werden. "" und ""Die Kohlenstoffvorra te in Mineralbo  den in der Kategorie „Sonstiges Land“ sind in Kapitel 6.1.2 ausgewiesen.""",UBA 2023 NIR 2021 S. 715,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wood_CO2e_DE_2018,ui,THG-Emissionen Holzprodukte (CRF 4.G) 2021,-8651300,t CO2 eq,"""Damit umfasst die Abscha tzung alle in Deutschland produzierten Holzprodukte, deren Holz aus heimischem Einschlag stammt und die stofflich genutzt werden.""",UBA 2023 NIR 2021 S. 716 (Tabelle 6.10.1),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_forest_area1_2018,ui,"WaldflÃ¤che gesamt (ha), FlÃ¤chenangaben Regionalstatistik, s. Tabellenblatt ""FlÃ¤chen""",10669894,ha,WaldflÃ¤che = Wald (Regionalstatistik),Regionalstatistik 2022 33111-01-02-5: Bodenfläche nach Art der tatsächlichen Nutzung - Stichtag 31.12.2021 - regionale Tiefe: Gemeinden (ab 2016),https://www.regionalstatistik.de/genesis//online?operation=table&code=33111-01-02-5&bypass=true&levelindex=0&levelid=1695825014516#abreadcrumb 
Fact_L_G_forest_pct_of_conv_2018,ud,Anteil herkÃ¶mmlich bewirtscahfteter Wald 2021,0.972,%,Berechnung = 1 - Fact_L_G_forest_pct_of_nature_2018,,
Fact_L_G_forest_pct_of_nature_2018,ud,Anteil Naturwald 2021,0.028,%,"""Demnach werde der Natur derzeit auf 2,8 Prozent der bundesweiten WaldflÃ¤che freien Lauf gelassen, was in etwa 3240 Quadratkilometern entspreche""","Deutsches Jagdportal, 17. April 2019",https://www.deutsches-jagdportal.de/portal/index.php/aktuelles/8708-deutschland-hat-zu-wenig-flaeche-fuer-naturwaelder#!/ccomment
Fact_L_G_factor_crop_to_grass,ud,Faktor zur Umrechnung von Landwirtschaft (Regionalstatistik) in Grasland im engeren Sinne (NIR),0.32,,"Beruhend auf  persÃ¶nlichen SchÃ¤tzungen, um die Regionalstatistik Daten mÃ¶glichst gut an die NIR Daten anzupassen.",,
Fact_L_G_factor_crop,ud,Faktor zur Umrechnung von Landwirtschaft (Regionalstatistik) in Annuelles Ackerland (NIR),0.68,,"Beruhend auf  persÃ¶nlichen SchÃ¤tzungen, um die Regionalstatistik Daten mÃ¶glichst gut an die NIR Daten anzupassen.",,
Fact_L_G_factor_wetland_peat,ud,"Faktor zur Umrechnung von GewÃ¤sser (Regionalstatistik) in Feuchtgebiete (terrestrische Feuchtgebiete, Torfabbau) (NIR)",0.075,,"Beruhend auf  persÃ¶nlichen SchÃ¤tzungen, um die Regionalstatistik Daten mÃ¶glichst gut an die NIR Daten anzupassen.",,
Fact_L_G_factor_wetland_water,ud,Faktor zur Umrechnung von GewÃ¤sser (Regionalstatistik) in Feuchtgebiete (GewÃ¤sser) (NIR),0.925,,"Beruhend auf  persÃ¶nlichen SchÃ¤tzungen, um die Regionalstatistik Daten mÃ¶glichst gut an die NIR Daten anzupassen.",,
Fact_L_G_factor_grass_strict,ud,Faktor zur Umrechnung von Unland/ vegetationsloser FlÃ¤che (Regionalstatistik) in Graslands im engeren Sinne (NIR),0.91,,"Beruhend auf  persÃ¶nlichen SchÃ¤tzungen, um die Regionalstatistik Daten mÃ¶glichst gut an die NIR Daten anzupassen.",,
Fact_L_G_factor_other,ud,Faktor zur Umrechnung von Unland/vegetationsloser FlÃ¤che (Regionalstatistik) in Sonstige FlÃ¤che (NIR),0.09,,"Beruhend auf  persÃ¶nlichen SchÃ¤tzungen, um die Regionalstatistik Daten mÃ¶glichst gut an die NIR Daten anzupassen.",,
Fact_L_G_crop_area2_2018,ui,Gesamte AckerflÃ¤che (verbleibende FlÃ¤che und LUC zu Acker 2021),12544970,ha,"Acker_annuell, Hopfen, Weinbau, Obstbau, Baumschulen, Weihnachtsbaumkulturen, Kurzumtriebsplantagen =12283768+20799+113859+74536+23738+20667+7603",UBA 2023 NIR 2021 S. 600 (Tabelle 350),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_crop_area2_org_soil_2018,ui,Fläche Organischer Boden Ackerland 2021,328971,ha,Ackerland in Flächen organischer Böden und der Entwässerungsgräben nach Landnutzungskategorien für das Jahr 2021,UBA 2023 NIR 2021 S. 550 (Tabelle 333),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_strict_area2_2018,ui,Gesamtes GrÃ¼nland i.e.S. (verbleibende FlÃ¤che und LUC zu GrÃ¼nland i.e.S. 2021),6285071,ha,Gründland i.e.S.,UBA 2023 NIR 2021 S. 600 (Tabelle 350),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_strict_area2_org_soil_2018,ui,Fläche Organischer Boden Grünland i.e.S. 2021,939166,ha,Grünland i.e.S. in Flächen organischer Böden und der Entwässerungsgräben nach Landnutzungskategorien für das Jahr 2021,UBA 2023 NIR 2021 S. 550 (Tabelle 333),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_woody_area2_2018,ui,Gesamtes GrÃ¼nland (GehÃ¶lze und Hecken) (verbleibende FlÃ¤che und LUC zu GrÃ¼nland (GehÃ¶lze) 2021),479191,ha,"Gehölze, Hecken =456913+22278",UBA 2023 NIR 2021 S. 600 (Tabelle 350),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_grass_woody_area2_org_soil_2018,ui,Fläche Organischer Boden Gehölze 2021,28326,ha,Gehölze in Flächen organischer Böden und der Entwässerungsgräben nach Landnutzungskategorien für das Jahr 2021,UBA 2023 NIR 2021 S. 550 (Tabelle 333),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_peat_area2_2018,ui,Gesamte terrestrische FeuchtgebietsflÃ¤che + Torfabbau (verbleibende FlÃ¤che und LUC zu Feuchtgebieten 2021),150900,ha,Terrestrische Feuchtgebiete und Torfabbau =133475+17425,UBA 2023 NIR 2021 S. 600 (Tabelle 350),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_peat_area2_org_soil_2018,ui,Fläche Organischer Boden Terrestrische Feuchtgebiete und Torfabbau 2021,130513,ha,Terrestrische Feuchtgebiete und Torfabbau in Flächen organischer Böden und der Entwässerungsgräben nach Landnutzungskategorien für das Jahr 2021 =113088+17425,UBA 2023 NIR 2021 S. 550 (Tabelle 333),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_water_area2_2018,ui,Gesamte GewÃ¤sserflÃ¤chen (verbleibende FlÃ¤che und LUC zu GewÃ¤ssern 2021),661083,ha,"natürliche Gewässer, künstliche stehende und fließende Gewässer =572083+65429+23571",UBA 2023 NIR 2021 S. 600 (Tabelle 350),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_wetland_water_area2_org_soil_2018,ui,Fläche Organischer Boden Gewässer 2021,29802,ha,Gewässer in Flächen organischer Böden und der Entwässerungsgräben nach Landnutzungskategorien für das Jahr 2021,UBA 2023 NIR 2021 S. 550 (Tabelle 333),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_settl_area2_2018,ui,Gesamte SiedlungsflÃ¤che (verbleibende FlÃ¤che und LUC zu Siedlungen 2021),4648341,ha,Siedlungen und Straßen =3668594+979747,UBA 2023 NIR 2021 S. 600 (Tabelle 350),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_settl_area2_org_soil_2018,ui,Fläche Organischer Boden Siedlungen 2021,87219,ha,Siedlungen in Flächen organischer Böden und der Entwässerungsgräben nach Landnutzungskategorien für das Jahr 2021,UBA 2023 NIR 2021 S. 550 (Tabelle 333),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_crop_area1_2018,ui,Gesamte AckerflÃ¤che (verbleibende FlÃ¤che und LUC zu Acker 2021),12280111.840000002,ha,teilweise Landwirtschaft =18058988*Fact_L_G_factor_crop,Regionalstatistik 2022 33111-01-02-5: Bodenfläche nach Art der tatsächlichen Nutzung - Stichtag 31.12.2021 - regionale Tiefe: Gemeinden (ab 2016),https://www.regionalstatistik.de/genesis//online?operation=table&code=33111-01-02-5&bypass=true&levelindex=0&levelid=1695825014516#abreadcrumb 
Fact_L_G_grass_strict_area1_2018,ui,Gesamtes GrÃ¼nland i.e.S. (verbleibende FlÃ¤che und LUC zu GrÃ¼nland i.e.S. 2021),6251388.97,ha,"Heide, Sumpf, teilweise Landwirtschaft, teilweise Unland =74449+39259+18058988*Fact_L_G_factor_crop_to_grass + 394291*Fact_L_G_factor_grass_strict",Regionalstatistik 2022 33111-01-02-5: Bodenfläche nach Art der tatsächlichen Nutzung - Stichtag 31.12.2021 - regionale Tiefe: Gemeinden (ab 2016),https://www.regionalstatistik.de/genesis//online?operation=table&code=33111-01-02-5&bypass=true&levelindex=0&levelid=1695825014516#abreadcrumb 
Fact_L_G_grass_woody_area1_2018,ui,Gesamtes GrÃ¼nland (GehÃ¶lze) (verbleibende FlÃ¤che und LUC zu GrÃ¼nland (GehÃ¶lze) 2021),440797,ha,Gehölz = 440797,Regionalstatistik 2022 33111-01-02-5: Bodenfläche nach Art der tatsächlichen Nutzung - Stichtag 31.12.2021 - regionale Tiefe: Gemeinden (ab 2016),https://www.regionalstatistik.de/genesis//online?operation=table&code=33111-01-02-5&bypass=true&levelindex=0&levelid=1695825014516#abreadcrumb 
Fact_L_G_wetland_peat_area1_2018,ui,Gesamte terrestrische FeuchtgebietsflÃ¤che + Torfabbau (verbleibende FlÃ¤che und LUC zu Feuchtgebieten 2021),141635.025,ha,Moor und teilweise Gewässer = 80130 + 820067* Fact_L_G_factor_wetland_peat,Regionalstatistik 2022 33111-01-02-5: Bodenfläche nach Art der tatsächlichen Nutzung - Stichtag 31.12.2021 - regionale Tiefe: Gemeinden (ab 2016),https://www.regionalstatistik.de/genesis//online?operation=table&code=33111-01-02-5&bypass=true&levelindex=0&levelid=1695825014516#abreadcrumb 
Fact_L_G_wetland_water_area1_2018,ui,Gesamte GewÃ¤sserflÃ¤chen (verbleibende FlÃ¤che und LUC zu GewÃ¤ssern 2021),758561.9750000001,ha,teilweise Gewässer = 820067*Fact_L_G_factor_wetland_water,Regionalstatistik 2022 33111-01-02-5: Bodenfläche nach Art der tatsächlichen Nutzung - Stichtag 31.12.2021 - regionale Tiefe: Gemeinden (ab 2016),https://www.regionalstatistik.de/genesis//online?operation=table&code=33111-01-02-5&bypass=true&levelindex=0&levelid=1695825014516#abreadcrumb 
